Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp
Shadowing,String-6_Module-1,Medium,3,Remove Obstruction,Remove Obstruction,893,Rainy,2023-02-10 00:00:00
Hotspot,String-8_Module-8,Low,14,Clean Panel,Inspection Done,312,Rainy,2023-05-30 14:00:00
Hotspot,String-10_Module-15,Low,7,Clean Panel,Inspection Done,428,Rainy,2023-02-22 10:00:00
Open Circuit,String-7_Module-9,High,10,Replace Wiring,No Action,370,Cloudy,2023-02-08 12:00:00
Shadowing,String-8_Module-10,Critical,9,Reinstall Module,No Action,494,Rainy,2023-03-18 16:00:00
Open Circuit,String-10_Module-12,Low,2,Tighten Connection,Inspection Done,388,Rainy,2023-03-24 08:00:00
Shadowing,String-2_Module-9,Critical,12,Reinstall Module,No Action,625,Cloudy,2023-04-05 03:00:00
Hotspot,String-5_Module-12,High,12,Replace Panel Section,Inspection Done,278,Cloudy,2023-01-29 08:00:00
Open Circuit,String-4_Module-19,Low,14,Tighten Connection,Tighten Connection,857,Rainy,2023-06-18 22:00:00
Short Circuit,String-2_Module-16,Critical,5,Replace Module,Replace Module,381,Rainy,2023-07-11 09:00:00
Shadowing,String-2_Module-19,Critical,13,Reinstall Module,Inspection Done,698,Sunny,2023-02-03 15:00:00
Open Circuit,String-10_Module-20,Low,6,Tighten Connection,Tighten Connection,997,Sunny,2023-05-24 23:00:00
Shadowing,String-8_Module-15,Low,4,Clean Panel,Inspection Done,961,Cloudy,2023-07-15 16:00:00
Open Circuit,String-7_Module-1,Critical,4,Replace Module,Inspection Done,907,Rainy,2023-03-15 17:00:00
Short Circuit,String-2_Module-10,Low,4,Inspect Junction Box,Inspect Junction Box,270,Rainy,2023-05-21 16:00:00
Open Circuit,String-6_Module-12,Critical,2,Replace Module,Replace Module,447,Cloudy,2023-03-26 21:00:00
Hotspot,String-8_Module-9,Critical,4,Replace Module,Replace Module,345,Sunny,2023-02-24 19:00:00
Short Circuit,String-6_Module-6,High,11,Replace Wiring,Replace Wiring,817,Rainy,2023-06-20 14:00:00
Open Circuit,String-9_Module-8,High,1,Replace Wiring,Inspection Done,974,Cloudy,2023-04-19 01:00:00
Hotspot,String-7_Module-11,Low,12,Clean Panel,No Action,495,Rainy,2023-06-19 17:00:00
Short Circuit,String-8_Module-12,Critical,6,Replace Module,Replace Module,781,Sunny,2023-04-26 00:00:00
Shadowing,String-6_Module-1,High,1,Adjust Tilt,No Action,669,Sunny,2023-02-08 01:00:00
Short Circuit,String-9_Module-10,High,10,Replace Wiring,Inspection Done,705,Rainy,2023-07-11 02:00:00
Short Circuit,String-2_Module-7,Critical,6,Replace Module,Inspection Done,392,Rainy,2023-02-01 20:00:00
Open Circuit,String-6_Module-18,Critical,1,Replace Module,No Action,267,Cloudy,2023-05-01 18:00:00
Shadowing,String-5_Module-20,Medium,6,Remove Obstruction,No Action,693,Cloudy,2023-07-14 14:00:00
Open Circuit,String-1_Module-8,High,10,Replace Wiring,Replace Wiring,251,Sunny,2023-07-07 01:00:00
Short Circuit,String-4_Module-8,High,8,Replace Wiring,Replace Wiring,562,Sunny,2023-03-25 17:00:00
Short Circuit,String-3_Module-1,Critical,11,Replace Module,No Action,996,Rainy,2023-04-12 07:00:00
Short Circuit,String-8_Module-14,Low,2,Inspect Junction Box,Inspect Junction Box,673,Rainy,2023-07-09 21:00:00
Short Circuit,String-10_Module-13,Critical,2,Replace Module,Inspection Done,720,Sunny,2023-07-16 10:00:00
Shadowing,String-5_Module-14,High,14,Adjust Tilt,Adjust Tilt,962,Rainy,2023-05-07 08:00:00
Hotspot,String-6_Module-3,Medium,13,Inspect Cells,Inspection Done,630,Cloudy,2023-02-15 21:00:00
Hotspot,String-3_Module-4,Medium,12,Inspect Cells,Inspection Done,497,Rainy,2023-06-23 05:00:00
Shadowing,String-4_Module-12,High,4,Adjust Tilt,Inspection Done,634,Sunny,2023-07-09 02:00:00
Short Circuit,String-1_Module-15,Critical,11,Replace Module,Inspection Done,895,Cloudy,2023-05-30 11:00:00
Shadowing,String-1_Module-18,Critical,3,Reinstall Module,No Action,890,Sunny,2023-06-03 01:00:00
Open Circuit,String-3_Module-3,High,4,Replace Wiring,Inspection Done,397,Cloudy,2023-05-01 23:00:00
Open Circuit,String-1_Module-20,High,13,Replace Wiring,Replace Wiring,327,Rainy,2023-06-17 12:00:00
Shadowing,String-8_Module-10,Medium,12,Remove Obstruction,No Action,731,Cloudy,2023-07-03 18:00:00
Hotspot,String-9_Module-14,High,7,Replace Panel Section,Inspection Done,610,Sunny,2023-02-19 05:00:00
Hotspot,String-6_Module-19,Low,13,Clean Panel,No Action,264,Rainy,2023-02-10 20:00:00
Open Circuit,String-3_Module-7,Low,11,Tighten Connection,Tighten Connection,893,Rainy,2023-03-26 22:00:00
Short Circuit,String-8_Module-4,Medium,1,Replace Fuse,Inspection Done,440,Sunny,2023-04-24 06:00:00
Open Circuit,String-7_Module-14,Low,6,Tighten Connection,Inspection Done,568,Cloudy,2023-05-11 03:00:00
Shadowing,String-2_Module-10,Medium,3,Remove Obstruction,No Action,735,Cloudy,2023-05-02 05:00:00
Short Circuit,String-2_Module-6,Critical,11,Replace Module,Replace Module,583,Cloudy,2023-03-30 22:00:00
Shadowing,String-2_Module-11,Medium,10,Remove Obstruction,Remove Obstruction,630,Sunny,2023-06-04 04:00:00
Open Circuit,String-1_Module-18,High,7,Replace Wiring,Inspection Done,282,Sunny,2023-01-21 04:00:00
Hotspot,String-9_Module-1,Low,10,Clean Panel,No Action,896,Sunny,2023-01-02 14:00:00
Hotspot,String-10_Module-19,Critical,2,Replace Module,No Action,810,Cloudy,2023-05-08 22:00:00
Open Circuit,String-10_Module-16,Medium,14,Replace Connector,Inspection Done,773,Sunny,2023-03-04 01:00:00
Short Circuit,String-3_Module-20,High,2,Replace Wiring,Inspection Done,485,Sunny,2023-05-08 17:00:00
Short Circuit,String-9_Module-5,Critical,13,Replace Module,No Action,733,Rainy,2023-06-01 22:00:00
Open Circuit,String-5_Module-10,Low,4,Tighten Connection,No Action,658,Rainy,2023-02-06 18:00:00
Hotspot,String-3_Module-4,Medium,1,Inspect Cells,Inspection Done,411,Rainy,2023-06-19 20:00:00
Short Circuit,String-8_Module-18,Medium,3,Replace Fuse,Replace Fuse,325,Rainy,2023-05-13 17:00:00
Shadowing,String-2_Module-11,Low,13,Clean Panel,Inspection Done,612,Rainy,2023-03-26 01:00:00
Hotspot,String-4_Module-13,Medium,9,Inspect Cells,Inspect Cells,698,Sunny,2023-01-15 04:00:00
Hotspot,String-10_Module-4,Low,7,Clean Panel,Inspection Done,624,Cloudy,2023-06-27 10:00:00
Open Circuit,String-10_Module-18,High,7,Replace Wiring,Inspection Done,753,Rainy,2023-06-28 01:00:00
Shadowing,String-3_Module-15,Medium,13,Remove Obstruction,Remove Obstruction,809,Cloudy,2023-03-09 14:00:00
Hotspot,String-7_Module-3,Critical,13,Replace Module,Replace Module,742,Cloudy,2023-06-17 09:00:00
Open Circuit,String-9_Module-16,Critical,11,Replace Module,Replace Module,357,Sunny,2023-07-28 02:00:00
Shadowing,String-1_Module-17,High,4,Adjust Tilt,Adjust Tilt,311,Cloudy,2023-01-15 05:00:00
Short Circuit,String-10_Module-18,Low,2,Inspect Junction Box,Inspection Done,601,Cloudy,2023-03-01 04:00:00
Hotspot,String-1_Module-10,Low,14,Clean Panel,No Action,958,Rainy,2023-05-12 09:00:00
Short Circuit,String-7_Module-17,High,4,Replace Wiring,No Action,321,Rainy,2023-06-28 20:00:00
Short Circuit,String-1_Module-7,High,6,Replace Wiring,Inspection Done,472,Rainy,2023-02-03 16:00:00
Shadowing,String-6_Module-3,Medium,11,Remove Obstruction,Inspection Done,493,Sunny,2023-03-11 11:00:00
Shadowing,String-10_Module-1,Medium,11,Remove Obstruction,Inspection Done,597,Rainy,2023-01-16 10:00:00
Shadowing,String-5_Module-1,Medium,3,Remove Obstruction,No Action,670,Rainy,2023-03-24 01:00:00
Hotspot,String-6_Module-13,Medium,1,Inspect Cells,No Action,406,Cloudy,2023-01-16 06:00:00
Short Circuit,String-10_Module-9,Medium,14,Replace Fuse,No Action,309,Rainy,2023-05-25 07:00:00
Hotspot,String-5_Module-14,Medium,12,Inspect Cells,Inspection Done,639,Rainy,2023-01-04 11:00:00
Shadowing,String-4_Module-16,Critical,8,Reinstall Module,Reinstall Module,477,Cloudy,2023-03-28 12:00:00
Open Circuit,String-8_Module-5,Critical,12,Replace Module,Inspection Done,767,Sunny,2023-03-18 02:00:00
Open Circuit,String-8_Module-3,Low,13,Tighten Connection,No Action,768,Sunny,2023-03-04 14:00:00
Hotspot,String-7_Module-10,Medium,5,Inspect Cells,Inspect Cells,681,Rainy,2023-07-03 01:00:00
Hotspot,String-2_Module-4,High,5,Replace Panel Section,Replace Panel Section,313,Rainy,2023-05-15 19:00:00
Short Circuit,String-4_Module-5,Low,11,Inspect Junction Box,Inspect Junction Box,676,Rainy,2023-06-26 21:00:00
Open Circuit,String-2_Module-8,Critical,4,Replace Module,No Action,909,Cloudy,2023-01-13 23:00:00
Shadowing,String-2_Module-8,Medium,6,Remove Obstruction,Inspection Done,520,Sunny,2023-05-29 19:00:00
Hotspot,String-8_Module-20,Critical,3,Replace Module,No Action,378,Rainy,2023-01-15 00:00:00
Short Circuit,String-1_Module-19,Medium,9,Replace Fuse,Replace Fuse,418,Rainy,2023-01-05 20:00:00
Short Circuit,String-6_Module-15,High,5,Replace Wiring,No Action,988,Cloudy,2023-03-10 11:00:00
Open Circuit,String-5_Module-17,Critical,3,Replace Module,No Action,727,Cloudy,2023-01-22 17:00:00
Short Circuit,String-6_Module-15,Medium,11,Replace Fuse,No Action,691,Rainy,2023-01-09 15:00:00
Shadowing,String-9_Module-10,Low,1,Clean Panel,Inspection Done,260,Sunny,2023-07-10 01:00:00
Short Circuit,String-1_Module-4,Medium,10,Replace Fuse,Replace Fuse,253,Rainy,2023-01-23 05:00:00
Shadowing,String-3_Module-11,Low,12,Clean Panel,Inspection Done,879,Rainy,2023-05-07 10:00:00
Open Circuit,String-4_Module-1,Medium,6,Replace Connector,Inspection Done,737,Sunny,2023-05-11 02:00:00
Open Circuit,String-2_Module-8,Low,2,Tighten Connection,Inspection Done,264,Cloudy,2023-01-13 00:00:00
Open Circuit,String-10_Module-13,Low,13,Tighten Connection,Tighten Connection,811,Rainy,2023-04-07 09:00:00
Shadowing,String-8_Module-20,Critical,3,Reinstall Module,No Action,785,Rainy,2023-03-27 08:00:00
Hotspot,String-8_Module-18,Critical,1,Replace Module,No Action,903,Cloudy,2023-05-03 22:00:00
Short Circuit,String-3_Module-13,Medium,9,Replace Fuse,Inspection Done,370,Cloudy,2023-03-29 19:00:00
Short Circuit,String-7_Module-10,High,8,Replace Wiring,No Action,472,Rainy,2023-02-19 03:00:00
Open Circuit,String-9_Module-8,Critical,12,Replace Module,Inspection Done,898,Cloudy,2023-05-18 07:00:00
Short Circuit,String-7_Module-14,High,2,Replace Wiring,Replace Wiring,734,Sunny,2023-06-07 05:00:00
Shadowing,String-6_Module-11,Critical,12,Reinstall Module,Reinstall Module,590,Cloudy,2023-04-22 06:00:00
Shadowing,String-4_Module-8,Medium,11,Remove Obstruction,Inspection Done,892,Rainy,2023-03-16 01:00:00
Short Circuit,String-10_Module-12,Medium,8,Replace Fuse,Inspection Done,526,Rainy,2023-06-08 03:00:00
Shadowing,String-4_Module-13,High,12,Adjust Tilt,Adjust Tilt,307,Rainy,2023-02-18 05:00:00
Shadowing,String-8_Module-10,Low,14,Clean Panel,Inspection Done,361,Rainy,2023-05-21 16:00:00
Open Circuit,String-9_Module-6,Medium,9,Replace Connector,Replace Connector,651,Sunny,2023-05-12 04:00:00
Shadowing,String-4_Module-13,Medium,1,Remove Obstruction,No Action,405,Cloudy,2023-07-13 16:00:00
Short Circuit,String-10_Module-5,High,13,Replace Wiring,Inspection Done,789,Rainy,2023-05-18 04:00:00
Short Circuit,String-8_Module-8,Medium,5,Replace Fuse,Replace Fuse,215,Cloudy,2023-02-14 13:00:00
Shadowing,String-9_Module-2,High,8,Adjust Tilt,Inspection Done,526,Rainy,2023-02-03 03:00:00
Open Circuit,String-1_Module-11,Low,11,Tighten Connection,No Action,807,Sunny,2023-01-31 16:00:00
Hotspot,String-3_Module-7,High,14,Replace Panel Section,Inspection Done,858,Sunny,2023-04-15 23:00:00
Open Circuit,String-10_Module-15,High,2,Replace Wiring,Replace Wiring,201,Rainy,2023-06-12 03:00:00
Hotspot,String-2_Module-18,Medium,4,Inspect Cells,Inspect Cells,209,Cloudy,2023-02-24 13:00:00
Short Circuit,String-9_Module-20,Medium,7,Replace Fuse,No Action,633,Cloudy,2023-05-20 20:00:00
Short Circuit,String-4_Module-4,Critical,3,Replace Module,Replace Module,324,Rainy,2023-02-20 01:00:00
Shadowing,String-7_Module-16,Low,13,Clean Panel,No Action,280,Sunny,2023-05-10 11:00:00
Shadowing,String-6_Module-15,Medium,12,Remove Obstruction,Inspection Done,684,Sunny,2023-07-19 15:00:00
Short Circuit,String-10_Module-12,Critical,5,Replace Module,Replace Module,851,Sunny,2023-04-26 23:00:00
Open Circuit,String-3_Module-20,High,8,Replace Wiring,No Action,349,Sunny,2023-04-13 10:00:00
Shadowing,String-4_Module-11,Medium,12,Remove Obstruction,Inspection Done,999,Sunny,2023-04-10 18:00:00
Open Circuit,String-1_Module-20,High,10,Replace Wiring,Replace Wiring,539,Rainy,2023-07-21 11:00:00
Shadowing,String-4_Module-17,Medium,3,Remove Obstruction,Remove Obstruction,328,Cloudy,2023-04-06 15:00:00
Open Circuit,String-1_Module-8,Critical,4,Replace Module,No Action,637,Cloudy,2023-04-15 15:00:00
Hotspot,String-1_Module-9,Critical,14,Replace Module,Replace Module,950,Cloudy,2023-06-06 08:00:00
Open Circuit,String-3_Module-20,High,9,Replace Wiring,No Action,700,Rainy,2023-01-04 15:00:00
Open Circuit,String-8_Module-13,High,14,Replace Wiring,No Action,257,Cloudy,2023-05-13 13:00:00
Open Circuit,String-6_Module-12,High,14,Replace Wiring,Replace Wiring,397,Rainy,2023-06-24 23:00:00
Shadowing,String-3_Module-12,Critical,7,Reinstall Module,Reinstall Module,410,Rainy,2023-03-31 06:00:00
Short Circuit,String-2_Module-15,Critical,1,Replace Module,Replace Module,244,Cloudy,2023-01-29 22:00:00
Hotspot,String-2_Module-8,Low,14,Clean Panel,No Action,296,Sunny,2023-01-26 09:00:00
Short Circuit,String-10_Module-8,High,12,Replace Wiring,No Action,478,Sunny,2023-01-30 19:00:00
Open Circuit,String-6_Module-20,Low,4,Tighten Connection,No Action,734,Rainy,2023-01-25 00:00:00
Short Circuit,String-2_Module-20,Critical,4,Replace Module,Replace Module,609,Rainy,2023-02-11 15:00:00
Open Circuit,String-2_Module-6,Medium,9,Replace Connector,Inspection Done,660,Sunny,2023-02-01 07:00:00
Open Circuit,String-4_Module-7,Low,6,Tighten Connection,Inspection Done,590,Cloudy,2023-01-18 01:00:00
Open Circuit,String-9_Module-7,Critical,9,Replace Module,Inspection Done,243,Cloudy,2023-06-12 11:00:00
Short Circuit,String-3_Module-16,Critical,12,Replace Module,Inspection Done,226,Rainy,2023-04-09 07:00:00
Open Circuit,String-1_Module-3,Critical,6,Replace Module,Inspection Done,993,Sunny,2023-03-02 00:00:00
Short Circuit,String-10_Module-7,High,6,Replace Wiring,Inspection Done,296,Sunny,2023-02-12 07:00:00
Open Circuit,String-4_Module-6,Medium,5,Replace Connector,Replace Connector,747,Sunny,2023-05-15 17:00:00
Hotspot,String-5_Module-7,Critical,5,Replace Module,Inspection Done,820,Rainy,2023-05-26 14:00:00
Hotspot,String-9_Module-1,High,2,Replace Panel Section,No Action,766,Rainy,2023-03-27 21:00:00
Hotspot,String-2_Module-16,Medium,8,Inspect Cells,No Action,903,Sunny,2023-04-28 11:00:00
Open Circuit,String-8_Module-1,Critical,8,Replace Module,Inspection Done,418,Sunny,2023-01-31 02:00:00
Hotspot,String-10_Module-3,High,11,Replace Panel Section,Inspection Done,384,Rainy,2023-07-14 06:00:00
Hotspot,String-8_Module-12,High,13,Replace Panel Section,Replace Panel Section,268,Cloudy,2023-06-20 13:00:00
Hotspot,String-4_Module-8,Critical,1,Replace Module,Inspection Done,329,Cloudy,2023-07-20 10:00:00
Short Circuit,String-7_Module-15,Low,8,Inspect Junction Box,Inspect Junction Box,766,Rainy,2023-06-07 13:00:00
Hotspot,String-8_Module-5,Critical,5,Replace Module,Replace Module,808,Cloudy,2023-02-18 11:00:00
Shadowing,String-6_Module-13,Critical,2,Reinstall Module,No Action,798,Sunny,2023-02-20 23:00:00
Shadowing,String-3_Module-5,High,14,Adjust Tilt,Adjust Tilt,830,Sunny,2023-07-22 09:00:00
Short Circuit,String-7_Module-16,Medium,2,Replace Fuse,No Action,919,Sunny,2023-02-21 03:00:00
Hotspot,String-8_Module-13,High,14,Replace Panel Section,No Action,533,Sunny,2023-02-24 00:00:00
Hotspot,String-8_Module-20,High,6,Replace Panel Section,No Action,353,Sunny,2023-06-20 08:00:00
Shadowing,String-1_Module-12,Critical,11,Reinstall Module,Reinstall Module,746,Sunny,2023-02-06 04:00:00
Open Circuit,String-10_Module-10,High,13,Replace Wiring,Replace Wiring,278,Rainy,2023-02-18 06:00:00
Short Circuit,String-8_Module-1,Critical,9,Replace Module,Replace Module,778,Sunny,2023-04-16 03:00:00
Short Circuit,String-10_Module-14,High,1,Replace Wiring,Replace Wiring,612,Rainy,2023-02-11 14:00:00
Short Circuit,String-6_Module-5,High,12,Replace Wiring,Inspection Done,745,Cloudy,2023-05-07 03:00:00
Shadowing,String-6_Module-14,Low,6,Clean Panel,Clean Panel,808,Sunny,2023-03-26 00:00:00
Short Circuit,String-6_Module-16,High,9,Replace Wiring,No Action,368,Rainy,2023-04-06 18:00:00
Hotspot,String-3_Module-11,High,8,Replace Panel Section,No Action,880,Rainy,2023-07-15 08:00:00
Short Circuit,String-10_Module-16,Medium,11,Replace Fuse,Replace Fuse,862,Sunny,2023-01-07 14:00:00
Hotspot,String-10_Module-11,Low,6,Clean Panel,No Action,782,Cloudy,2023-01-28 18:00:00
Shadowing,String-5_Module-3,Critical,3,Reinstall Module,Inspection Done,714,Rainy,2023-06-03 10:00:00
Shadowing,String-3_Module-12,Medium,8,Remove Obstruction,Inspection Done,513,Cloudy,2023-01-21 03:00:00
Shadowing,String-1_Module-11,Medium,9,Remove Obstruction,Inspection Done,231,Sunny,2023-05-02 13:00:00
Shadowing,String-8_Module-11,Medium,1,Remove Obstruction,Remove Obstruction,486,Cloudy,2023-07-26 10:00:00
Short Circuit,String-2_Module-10,Medium,12,Replace Fuse,Inspection Done,793,Rainy,2023-01-21 16:00:00
Short Circuit,String-7_Module-1,High,9,Replace Wiring,Replace Wiring,242,Sunny,2023-04-12 18:00:00
Hotspot,String-1_Module-1,Medium,14,Inspect Cells,Inspect Cells,816,Sunny,2023-05-24 20:00:00
Open Circuit,String-8_Module-13,High,6,Replace Wiring,No Action,200,Cloudy,2023-07-09 12:00:00
Short Circuit,String-5_Module-15,Critical,6,Replace Module,No Action,772,Cloudy,2023-04-05 04:00:00
Short Circuit,String-10_Module-5,Critical,12,Replace Module,No Action,469,Cloudy,2023-04-21 04:00:00
Open Circuit,String-9_Module-16,Low,4,Tighten Connection,Tighten Connection,379,Sunny,2023-05-06 21:00:00
Short Circuit,String-9_Module-1,High,1,Replace Wiring,Replace Wiring,935,Rainy,2023-05-29 05:00:00
Hotspot,String-10_Module-2,Critical,10,Replace Module,Replace Module,717,Sunny,2023-04-07 13:00:00
Hotspot,String-3_Module-16,Low,8,Clean Panel,No Action,302,Rainy,2023-01-22 19:00:00
Open Circuit,String-9_Module-6,Medium,2,Replace Connector,No Action,209,Sunny,2023-03-22 05:00:00
Open Circuit,String-2_Module-14,High,12,Replace Wiring,Replace Wiring,782,Cloudy,2023-04-28 06:00:00
Open Circuit,String-1_Module-17,Critical,1,Replace Module,Inspection Done,289,Cloudy,2023-05-23 02:00:00
Shadowing,String-4_Module-15,Medium,2,Remove Obstruction,No Action,425,Rainy,2023-02-24 07:00:00
Open Circuit,String-1_Module-18,High,1,Replace Wiring,No Action,869,Sunny,2023-01-09 06:00:00
Open Circuit,String-1_Module-8,Medium,1,Replace Connector,No Action,939,Cloudy,2023-03-21 09:00:00
Short Circuit,String-6_Module-13,Medium,9,Replace Fuse,Replace Fuse,325,Rainy,2023-05-16 02:00:00
Open Circuit,String-7_Module-18,High,13,Replace Wiring,No Action,408,Cloudy,2023-01-24 04:00:00
Open Circuit,String-4_Module-8,Medium,14,Replace Connector,No Action,296,Rainy,2023-07-18 21:00:00
Shadowing,String-2_Module-19,Low,1,Clean Panel,Inspection Done,273,Cloudy,2023-05-06 15:00:00
Short Circuit,String-9_Module-1,Critical,13,Replace Module,No Action,826,Sunny,2023-04-07 01:00:00
Hotspot,String-3_Module-7,High,4,Replace Panel Section,Replace Panel Section,390,Rainy,2023-07-27 09:00:00
Hotspot,String-5_Module-13,High,10,Replace Panel Section,Replace Panel Section,881,Sunny,2023-02-10 16:00:00
Hotspot,String-10_Module-17,Critical,6,Replace Module,Replace Module,915,Sunny,2023-05-19 11:00:00
Short Circuit,String-7_Module-4,Medium,7,Replace Fuse,No Action,255,Sunny,2023-03-12 04:00:00
Short Circuit,String-4_Module-19,High,2,Replace Wiring,Inspection Done,919,Rainy,2023-04-14 13:00:00
Hotspot,String-4_Module-19,Critical,6,Replace Module,Inspection Done,752,Sunny,2023-03-28 03:00:00
Short Circuit,String-4_Module-6,Low,7,Inspect Junction Box,No Action,231,Cloudy,2023-04-24 23:00:00
Short Circuit,String-6_Module-15,Critical,10,Replace Module,Replace Module,726,Rainy,2023-05-14 09:00:00
Short Circuit,String-10_Module-10,Critical,14,Replace Module,Inspection Done,773,Cloudy,2023-03-26 19:00:00
Open Circuit,String-10_Module-2,Low,10,Tighten Connection,No Action,866,Sunny,2023-01-04 19:00:00
Hotspot,String-7_Module-19,Low,2,Clean Panel,Clean Panel,483,Cloudy,2023-02-24 10:00:00
